0.021074000,37
0.031217000,1
0.031323000,4
0.031336000,128
0.042072000,1
0.053010000,37
0.063855000,2
0.063861000,3
0.063895000,2896
0.063900000,5792
0.063904000,8688
0.063907000,11584
0.063910000,14480
0.074599000,14480
0.074607000,17376
0.075663000,17376
0.075671000,20272
0.078322000,20272
0.078332000,23168
0.080475000,23168
0.080493000,26064
0.083415000,27512
0.083428000,28960
0.085826000,30408
0.085838000,31856
0.088471000,33304
0.090883000,34752
0.092600000,37648
0.095454000,40544
0.097446000,43440
0.100032000,46336
0.103030000,49232
0.105201000,50680
0.105209000,56472
0.108278000,57920
0.110237000,59368
0.110245000,62264
0.113452000,63712
0.115136000,65160
0.119195000,66608
0.119204000,72400
0.122381000,72400
0.127106000,72400
0.127119000,78192
0.127146000,83984
0.131837000,83984
0.131849000,89776
0.136216000,89776
0.136222000,95568
0.141187000,92672
0.141216000,95568
0.146195000,92672
0.146206000,95568
0.151196000,92672
0.151206000,95568
0.156119000,95568
0.158641000,92672
0.158667000,95568
0.163404000,92672
0.165834000,89776
0.165851000,91224
0.170883000,88328
0.175191000,85432
0.175199000,86880
0.180507000,83984
0.180513000,85432
0.186009000,82536
0.186013000,83984
0.190231000,81088
0.190241000,82536
0.195052000,79640
0.201035000,76744
0.201046000,78192
0.204787000,75296
0.204798000,76744
0.209686000,73848
0.209695000,75296
0.215117000,72400
0.215128000,73848
0.219964000,72400
0.221688000,70952
0.224200000,70952
0.226541000,69504
0.231433000,66608
0.235160000,65184
0.240950000,59392
0.240959000,62288
0.240977000,65184
0.243520000,65184
0.246484000,63736
0.246499000,65184
0.249428000,65184
0.252982000,63736
0.252994000,65184
0.256151000,63736
0.256160000,65184
0.260546000,63736
0.260561000,65184
0.263467000,63736
0.263476000,65184
0.265862000,65184
0.270931000,63736
0.270940000,65184
0.273638000,63736
0.273646000,65184
0.276920000,63736
0.276929000,65184
0.280685000,65184
0.283434000,63736
0.283443000,65184
0.286454000,63736
0.286463000,65184
0.289717000,66608
0.290145000,66608
0.292558000,66608
0.292566000,68056
0.294984000,68056
0.298246000,68056
0.303586000,66608
0.303593000,68056
0.303602000,68056
0.307234000,68056
0.308614000,68056
0.309935000,68056
0.312256000,68056
0.313590000,68056
0.315559000,68056
0.317265000,68056
0.319407000,68056
0.320377000,68056
0.322826000,68056
0.325537000,68056
0.327129000,68056
0.329600000,65160
0.329616000,66608
0.331388000,66608
0.332800000,65160
0.335199000,63712
0.337841000,63712
0.338598000,62264
0.341459000,62264
0.342749000,60816
0.344913000,60816
0.347203000,59368
0.349920000,59368
0.350751000,57920
0.353610000,56472
0.356037000,56472
0.359668000,56472
0.359684000,53576
0.362057000,52128
0.362806000,50680
0.365195000,50680
0.370026000,46336
0.372982000,46336
0.374383000,46336
0.376335000,46336
0.378561000,46336
0.379764000,46336
0.382196000,46336
0.383442000,46336
0.384882000,46336
0.386988000,46336
0.388613000,46336
0.389861000,46336
0.390621000,46336
0.391904000,46336
0.393605000,46336
0.395454000,46336
0.396678000,46336
0.397915000,46336
0.399136000,46336
0.400374000,46336
0.402756000,46336
0.404465000,46336
0.405258000,46336
0.407515000,46336
